,user_id,strategy_id,gameId,roundNum,hotelId,reviewId,hotelScore,didGo,didWin,correctAnswers,reaction_time,user_points,bot_points,last_didGo_True,last_last_didGo_True,last_didGo_False,last_last_didGo_False,last_didWin_True,last_last_didWin_True,last_didWin_False,last_last_didWin_False,last_reaction_time,Staff (Pos),Facilities (Pos),Cleanliness (Pos),Location (Pos),Food (Pos),Staff (Neg),Facilities (Neg),Cleanliness (Neg),Location (Neg),Food (Neg)
3140,26,17,109,8,483,6988,8.142857142857142,False,False,6,6283,6,3,False,False,True,True,True,False,False,True,3161,0,0,0,1,0,1,0,0,0,0
3141,32,23,27,7,483,6988,8.142858,False,False,5,11135,5,2,False,True,True,False,True,False,False,True,10235,0,0,0,1,0,1,0,0,0,0
3142,0,43,81,5,302,8051,9.771428571428572,True,True,4,2920,3,0,False,False,True,True,False,True,True,False,3094,0,0,1,0,1,0,1,1,0,0
3143,4,23,24,4,302,8051,9.771428,True,True,4,16990,3,0,False,False,True,True,True,True,False,False,16362,0,0,1,0,1,0,1,1,0,0
3144,12,43,26,8,302,8051,9.771428571428572,False,False,6,2584,6,4,True,False,False,True,False,True,True,False,759,0,0,1,0,1,0,1,1,0,0
3145,13,23,30,4,302,8051,9.771428,True,True,4,13643,3,1,False,True,True,False,True,True,False,False,21473,0,0,1,0,1,0,1,1,0,0
3146,17,93,118,7,302,8051,9.771428,True,True,7,5005,6,5,False,True,True,False,True,True,False,False,1249,0,0,1,0,1,0,1,1,0,0
3147,21,23,11,10,302,8051,9.771428571428572,True,True,9,11540,8,3,False,False,True,True,True,True,False,False,17081,0,0,1,0,1,0,1,1,0,0
3148,25,23,52,3,302,8051,9.771428571428572,False,False,2,186,2,0,False,False,True,True,True,True,False,False,150,0,0,1,0,1,0,1,1,0,0
3149,26,17,73,4,302,8051,9.771428571428572,False,False,3,4913,3,1,False,False,True,True,True,True,False,False,7868,0,0,1,0,1,0,1,1,0,0
3150,32,23,36,4,302,8051,9.771428,True,True,1,244,0,3,True,True,False,False,False,False,True,True,258,0,0,1,0,1,0,1,1,0,0
3151,34,23,157,8,302,8051,9.771428,True,True,3,161,2,5,True,True,False,False,False,False,True,True,135,0,0,1,0,1,0,1,1,0,0
3152,0,43,81,6,950,11977,6.828571428571429,False,True,5,2097,4,1,True,False,False,True,True,False,False,True,2920,0,0,0,1,0,0,1,0,1,0
3153,7,132,8,5,950,11977,6.828571428571429,False,True,5,11251,4,1,False,True,True,False,True,True,False,False,3348,0,0,0,1,0,0,1,0,1,0
3154,11,17,38,3,950,11977,6.828571428571429,False,True,2,3026,1,1,False,True,True,False,True,False,False,True,5107,0,0,0,1,0,0,1,0,1,0
3155,20,43,8,2,950,11977,6.828571428571429,False,True,2,12990,1,0,False,False,True,False,True,False,False,False,9962,0,0,0,1,0,0,1,0,1,0
3156,23,23,23,9,950,11977,6.828571428571429,False,True,8,7805,7,5,False,False,True,True,True,True,False,False,6407,0,0,0,1,0,0,1,0,1,0
3157,27,17,68,1,950,11977,6.828571428571429,False,True,1,164,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,1,0,1,0
3158,34,132,7,2,950,11977,6.8285713,False,False,0,1475,0,1,True,False,False,False,False,False,True,False,4634,0,0,0,1,0,0,1,0,1,0
3159,0,43,81,7,332,24709,6.557142857142857,False,True,6,1286,5,1,False,True,True,False,True,True,False,False,2097,0,0,0,1,0,0,1,0,0,0
3160,3,23,21,2,332,24709,6.557142857142857,False,False,0,1620,0,1,True,False,False,False,False,False,True,False,6585,0,0,0,1,0,0,1,0,0,0
3161,5,43,26,8,332,24709,6.5571427,False,True,8,5991,7,4,False,True,True,False,True,True,False,False,5970,0,0,0,1,0,0,1,0,0,0
3162,6,93,28,9,332,24709,6.557142857142857,False,True,7,3473,6,3,False,False,True,True,True,True,False,False,1642,0,0,0,1,0,0,1,0,0,0
3163,12,17,55,1,332,24709,6.557142857142857,False,True,1,5722,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,1,0,0,0
3164,14,17,28,10,332,24709,6.557142857142857,False,True,6,1656,5,6,False,False,True,True,False,False,True,True,2477,0,0,0,1,0,0,1,0,0,0
3165,17,17,85,10,332,24709,6.5571427,True,False,6,397,6,4,False,True,True,False,True,True,False,False,316,0,0,0,1,0,0,1,0,0,0
3166,19,23,10,3,332,24709,6.557142857142857,False,True,3,1501,2,0,False,False,True,True,True,True,False,False,1617,0,0,0,1,0,0,1,0,0,0
3167,25,23,48,5,332,24709,6.557142857142857,True,False,2,144,2,4,True,True,False,False,False,True,True,False,152,0,0,0,1,0,0,1,0,0,0
3168,26,17,113,2,332,24709,6.557142857142857,False,True,2,2380,1,0,False,False,True,False,True,False,False,False,3904,0,0,0,1,0,0,1,0,0,0
3169,27,23,10,6,332,24709,6.557142857142857,False,True,3,648,2,1,False,False,True,True,True,True,False,False,324,0,0,0,1,0,0,1,0,0,0
3170,0,43,81,8,519,14128,9.94285714285714,False,False,6,2141,6,1,False,False,True,True,True,True,False,False,1286,0,0,0,1,0,0,1,0,1,0
3171,1,132,3,4,519,14128,9.94285714285714,True,True,3,1978,2,1,True,False,False,True,False,True,True,False,796,0,0,0,1,0,0,1,0,1,0
3172,7,43,27,3,519,14128,9.94285714285714,True,True,3,28161,2,1,True,False,False,True,True,True,False,False,2394,0,0,0,1,0,0,1,0,1,0
3173,12,23,8,1,519,14128,9.94285714285714,True,True,1,4033,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,1,0,1,0
3174,17,17,107,7,519,14128,9.942857,True,True,6,106,5,4,False,True,True,False,False,True,True,False,18,0,0,0,1,0,0,1,0,1,0
3175,19,107,30,7,519,14128,9.94285714285714,False,False,5,1899,5,2,False,False,True,True,True,False,False,True,2366,0,0,0,1,0,0,1,0,1,0
3176,26,17,105,1,519,14128,9.94285714285714,True,True,1,1687,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,1,0,1,0
3177,27,93,83,2,519,14128,9.94285714285714,True,True,2,391,1,0,False,False,True,False,True,False,False,False,215,0,0,0,1,0,0,1,0,1,0
3178,31,23,52,8,519,14128,9.94285714285714,False,False,3,186,3,1,False,False,True,True,True,False,False,True,188,0,0,0,1,0,0,1,0,1,0
3179,32,23,52,5,519,14128,9.942857,True,True,3,167,2,4,True,True,False,False,True,False,False,True,182,0,0,0,1,0,0,1,0,1,0
3180,0,43,81,9,246,21116,9.671428571428573,False,False,6,1777,6,1,False,False,True,True,False,True,True,False,2141,0,1,0,1,0,0,1,0,1,0
3181,3,93,50,4,246,21116,9.671428571428573,True,True,4,3905,3,3,True,True,False,False,True,True,False,False,3501,0,1,0,1,0,0,1,0,1,0
3182,4,23,15,2,246,21116,9.671429,False,False,1,270,1,0,False,False,True,False,True,False,False,False,703,0,1,0,1,0,0,1,0,1,0
3183,5,17,52,5,246,21116,9.671429,True,True,5,11828,4,3,True,True,False,False,True,True,False,False,4714,0,1,0,1,0,0,1,0,1,0
3184,10,23,17,6,246,21116,9.671429,False,False,3,385,3,0,False,False,True,True,False,True,True,False,399,0,1,0,1,0,0,1,0,1,0
3185,11,23,22,2,246,21116,9.671428571428573,True,True,2,8606,1,1,True,False,False,False,True,False,False,False,8318,0,1,0,1,0,0,1,0,1,0
3186,17,43,34,6,246,21116,9.671429,True,True,3,76,2,2,False,True,True,False,False,True,True,False,86,0,1,0,1,0,0,1,0,1,0
3187,25,23,34,8,246,21116,9.671428571428573,False,False,3,144,3,0,False,False,True,True,True,True,False,False,135,0,1,0,1,0,0,1,0,1,0
3188,26,23,17,6,246,21116,9.671428571428573,False,False,4,7785,4,3,True,True,False,False,True,True,False,False,5199,0,1,0,1,0,0,1,0,1,0
3189,27,132,41,9,246,21116,9.671428571428573,False,False,4,233,4,6,True,True,False,False,False,False,True,True,183,0,1,0,1,0,0,1,0,1,0
3190,31,23,23,4,246,21116,9.671428571428573,False,False,1,161,1,0,False,False,True,True,False,True,True,False,193,0,1,0,1,0,0,1,0,1,0
3191,32,23,9,5,246,21116,9.671429,True,True,4,27461,3,1,True,False,False,True,True,False,False,True,41493,0,1,0,1,0,0,1,0,1,0
3192,0,43,82,1,985,6430,7.342857142857143,False,True,1,1572,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,1,0,0,0,0
3193,0,43,82,2,165,14574,9.857142857142858,True,True,2,1040,1,0,False,False,True,False,True,False,False,False,1572,1,1,0,1,0,0,0,0,0,0
3194,4,23,28,10,165,14574,9.857142,False,False,5,171,5,0,False,False,True,True,True,True,False,False,131,1,1,0,1,0,0,0,0,0,0
3195,7,23,24,9,165,14574,9.857142857142858,True,True,8,505,7,0,False,False,True,True,True,True,False,False,444,1,1,0,1,0,0,0,0,0,0
3196,9,17,29,7,165,14574,9.857142,True,True,5,402,4,4,True,True,False,False,True,False,False,True,207,1,1,0,1,0,0,0,0,0,0
3197,10,43,27,2,165,14574,9.857142,False,False,0,1690,0,0,False,False,True,False,False,False,True,False,2155,1,1,0,1,0,0,0,0,0,0
3198,11,23,23,2,165,14574,9.857142857142858,False,False,0,1316,0,1,True,False,False,False,False,False,True,False,4606,1,1,0,1,0,0,0,0,0,0
3199,12,43,40,2,165,14574,9.857142857142858,True,True,2,1053,1,0,False,False,True,False,True,False,False,False,3484,1,1,0,1,0,0,0,0,0,0
3200,16,43,27,3,165,14574,9.857142857142858,True,True,3,10268,2,2,True,True,False,False,True,True,False,False,16836,1,1,0,1,0,0,0,0,0,0
3201,19,107,27,5,165,14574,9.857142857142858,True,True,5,982,4,2,True,False,False,True,True,True,False,False,1065,1,1,0,1,0,0,0,0,0,0
3202,24,43,18,1,165,14574,9.857142857142858,True,True,1,1325,0,0,False,False,False,False,False,False,False,False,-1,1,1,0,1,0,0,0,0,0,0
3203,25,132,10,3,165,14574,9.857142857142858,True,True,3,7950,2,1,True,False,False,True,True,True,False,False,3548,1,1,0,1,0,0,0,0,0,0
3204,26,23,17,4,165,14574,9.857142857142858,True,True,3,6764,2,1,False,False,True,True,False,True,True,False,3464,1,1,0,1,0,0,0,0,0,0
3205,27,107,46,4,165,14574,9.857142857142858,True,True,4,957,3,2,True,True,False,False,True,True,False,False,3996,1,1,0,1,0,0,0,0,0,0
3206,30,132,1,9,165,14574,9.857142857142858,True,True,9,8976,8,2,False,False,True,True,True,True,False,False,11364,1,1,0,1,0,0,0,0,0,0
3207,31,23,36,3,165,14574,9.857142857142858,True,True,1,210,0,2,True,True,False,False,False,False,True,True,693,1,1,0,1,0,0,0,0,0,0
3208,32,23,18,9,165,14574,9.857142,False,False,6,356,6,1,False,False,True,True,True,False,False,True,5715,1,1,0,1,0,0,0,0,0,0
3209,0,43,82,3,78,1814,9.885714285714286,True,True,3,1111,2,1,True,False,False,True,True,True,False,False,1040,0,0,1,1,0,1,0,1,1,0
3210,4,23,24,5,78,1814,9.885715,True,True,5,19625,4,1,True,False,False,True,True,True,False,False,16990,0,0,1,1,0,1,0,1,1,0
3211,9,23,7,1,78,1814,9.885715,True,True,1,7917,0,0,False,False,False,False,False,False,False,False,-1,0,0,1,1,0,1,0,1,1,0
3212,10,23,15,3,78,1814,9.885715,False,False,1,1741,1,2,True,True,False,False,False,True,True,False,2088,0,0,1,1,0,1,0,1,1,0
3213,12,132,2,2,78,1814,9.885714285714286,True,True,2,4042,1,0,False,False,True,False,True,False,False,False,3111,0,0,1,1,0,1,0,1,1,0
3214,17,93,112,4,78,1814,9.885715,False,False,1,119,1,1,False,False,True,True,True,False,False,True,95,0,0,1,1,0,1,0,1,1,0
3215,19,132,4,4,78,1814,9.885714285714286,True,True,4,2185,3,1,True,False,False,True,True,True,False,False,1620,0,0,1,1,0,1,0,1,1,0
3216,24,43,16,2,78,1814,9.885714285714286,True,True,2,1758,1,1,True,False,False,False,True,False,False,False,1676,0,0,1,1,0,1,0,1,1,0
3217,27,17,54,9,78,1814,9.885714285714286,False,False,5,1448,5,3,False,False,True,True,True,False,False,True,1036,0,0,1,1,0,1,0,1,1,0
3218,29,23,22,3,78,1814,9.885714285714286,True,True,2,1510,1,1,True,False,False,True,False,True,True,False,3165,0,0,1,1,0,1,0,1,1,0
3219,31,23,28,2,78,1814,9.885714285714286,False,False,0,576,0,1,True,False,False,False,False,False,True,False,1663,0,0,1,1,0,1,0,1,1,0
3220,32,17,58,3,78,1814,9.885715,True,True,3,2632,2,2,True,True,False,False,True,True,False,False,10851,0,0,1,1,0,1,0,1,1,0
3221,0,43,82,4,485,6540,8.257142857142856,True,True,4,789,3,2,True,True,False,False,True,True,False,False,1111,0,0,0,1,0,0,0,0,0,0
3222,4,23,33,2,485,6540,8.257143,True,True,1,4089,0,1,True,False,False,False,False,False,True,False,35461,0,0,0,1,0,0,0,0,0,0
3223,6,43,18,8,485,6540,8.257142857142856,True,True,8,1812,7,4,False,True,True,False,True,True,False,False,9491,0,0,0,1,0,0,0,0,0,0
3224,24,17,41,1,485,6540,8.257142857142856,True,True,1,459,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,0,0,0,0,0,0
3225,32,23,9,7,485,6540,8.257143,False,False,4,2228,4,3,True,True,False,False,False,True,True,False,21208,0,0,0,1,0,0,0,0,0,0
3226,33,23,19,3,485,6540,8.257143,True,True,3,1395,2,0,False,False,True,True,True,True,False,False,1632,0,0,0,1,0,0,0,0,0,0
3227,0,43,82,5,71,24279,8.600000000000001,True,True,5,4116,4,3,True,True,False,False,True,True,False,False,789,1,0,0,1,0,0,1,1,0,0
3228,6,93,30,1,71,24279,8.600000000000001,False,False,0,10324,0,0,False,False,False,False,False,False,False,False,-1,1,0,0,1,0,0,1,1,0,0
3229,9,17,34,9,71,24279,8.6,True,True,3,476,2,3,False,True,True,False,False,True,True,False,241,1,0,0,1,0,0,1,1,0,0
3230,21,17,25,4,71,24279,8.600000000000001,True,True,4,53380,3,2,False,True,True,False,True,True,False,False,7716,1,0,0,1,0,0,1,1,0,0
3231,24,17,24,3,71,24279,8.600000000000001,True,True,3,4872,2,0,False,False,True,True,True,True,False,False,2328,1,0,0,1,0,0,1,1,0,0
3232,26,17,63,1,71,24279,8.600000000000001,True,True,1,1885,0,0,False,False,False,False,False,False,False,False,-1,1,0,0,1,0,0,1,1,0,0
3233,29,17,57,1,71,24279,8.600000000000001,True,True,1,3121,0,0,False,False,False,False,False,False,False,False,-1,1,0,0,1,0,0,1,1,0,0
3234,34,23,54,2,71,24279,8.6,True,True,2,5462,1,0,False,False,True,False,True,False,False,False,3877,1,0,0,1,0,0,1,1,0,0
3235,0,43,82,6,898,706,7.100000000000001,False,True,6,11101,5,4,True,True,False,False,True,True,False,False,4116,0,1,1,1,0,0,1,0,1,0
3236,3,23,23,5,898,706,7.100000000000001,False,True,5,7595,4,1,False,False,True,True,True,True,False,False,23444,0,1,1,1,0,0,1,0,1,0
3237,11,43,31,2,898,706,7.100000000000001,False,True,2,8663,1,0,False,False,True,False,True,False,False,False,4232,0,1,1,1,0,0,1,0,1,0
3238,18,93,21,1,898,706,7.100000000000001,True,False,0,1839,0,0,False,False,False,False,False,False,False,False,-1,0,1,1,1,0,0,1,0,1,0
3239,21,17,19,5,898,706,7.100000000000001,False,True,3,138,2,0,False,False,True,True,False,True,True,False,127,0,1,1,1,0,0,1,0,1,0
3240,25,23,21,4,898,706,7.100000000000001,False,True,4,1786,3,0,False,False,True,True,True,True,False,False,2469,0,1,1,1,0,0,1,0,1,0
3241,26,17,73,3,898,706,7.100000000000001,False,True,3,7868,2,1,False,True,True,False,True,True,False,False,4349,0,1,1,1,0,0,1,0,1,0
3242,0,43,82,7,300,23740,7.799999999999999,True,False,6,1474,6,4,False,True,True,False,True,True,False,False,11101,1,1,0,0,0,0,0,0,0,0
3243,12,43,27,9,300,23740,7.799999999999999,True,False,5,209,5,3,True,True,False,False,False,True,True,False,2010,1,1,0,0,0,0,0,0,0,0
3244,30,132,0,9,300,23740,7.799999999999999,True,False,5,3195,5,4,True,False,False,True,False,True,True,False,43904,1,1,0,0,0,0,0,0,0,0
3245,32,23,7,4,300,23740,7.8,True,False,2,18072,2,1,False,True,True,False,True,False,False,True,10518,1,1,0,0,0,0,0,0,0,0
3246,0,43,82,8,208,7116,9.742857142857144,True,True,7,2604,6,5,True,False,False,True,False,True,True,False,1474,1,0,0,0,0,0,0,0,0,0
3247,7,107,25,8,208,7116,9.742857142857144,True,True,7,2211,6,2,True,True,False,False,True,True,False,False,5055,1,0,0,0,0,0,0,0,0,0
3248,10,43,25,4,208,7116,9.742857,True,True,4,1118,3,1,False,True,True,False,True,True,False,False,2343,1,0,0,0,0,0,0,0,0,0
3249,19,17,40,4,208,7116,9.742857142857144,True,True,3,1870,2,0,False,False,True,True,True,False,False,True,3289,1,0,0,0,0,0,0,0,0,0
3250,21,43,15,6,208,7116,9.742857142857144,True,True,6,2273,5,4,True,False,False,True,True,True,False,False,5476,1,0,0,0,0,0,0,0,0,0
3251,25,23,23,2,208,7116,9.742857142857144,False,False,0,1211,0,1,True,False,False,False,False,False,True,False,4525,1,0,0,0,0,0,0,0,0,0
3252,34,23,155,2,208,7116,9.742857,False,False,0,112,0,1,True,False,False,False,False,False,True,False,373,1,0,0,0,0,0,0,0,0,0
3253,0,43,82,9,154,2384,7.728571428571429,False,True,8,7367,7,6,True,True,False,False,True,False,False,True,2604,1,0,0,1,0,1,1,0,1,0
3254,7,93,47,4,154,2384,7.728571428571429,False,True,4,2859,3,2,False,True,True,False,True,True,False,False,1161,1,0,0,1,0,1,1,0,1,0
3255,12,43,29,6,154,2384,7.728571428571429,False,True,2,188,1,0,False,False,True,True,True,False,False,True,193,1,0,0,1,0,1,1,0,1,0
3256,13,17,52,1,154,2384,7.7285714,True,False,0,851,0,0,False,False,False,False,False,False,False,False,-1,1,0,0,1,0,1,1,0,1,0
3257,17,23,21,9,154,2384,7.7285714,True,False,5,27,5,4,False,True,True,False,True,True,False,False,82,1,0,0,1,0,1,1,0,1,0
3258,25,43,95,4,154,2384,7.728571428571429,False,True,4,5006,3,2,True,False,False,True,True,True,False,False,3621,1,0,0,1,0,1,1,0,1,0
3259,30,17,32,6,154,2384,7.728571428571429,False,True,2,176,1,0,False,False,True,True,False,False,True,True,178,1,0,0,1,0,1,1,0,1,0
3260,31,23,20,8,154,2384,7.728571428571429,False,True,6,111,5,1,False,False,True,True,True,True,False,False,176,1,0,0,1,0,1,1,0,1,0
3261,0,43,82,10,1047,13256,7.428571428571429,True,False,8,14555,8,6,False,True,True,False,True,True,False,False,7367,1,0,0,1,0,0,0,1,1,0
3262,2,17,31,2,1047,13256,7.428571428571429,False,False,0,1370,0,0,False,False,True,False,False,False,True,False,6803,1,0,0,1,0,0,0,1,1,0
3263,3,23,23,4,1047,13256,7.428571428571429,False,True,4,23444,3,1,False,True,True,False,True,True,False,False,22337,1,0,0,1,0,0,0,1,1,0
3264,10,43,26,7,1047,13256,7.428571,True,False,5,5052,5,2,False,False,True,True,True,True,False,False,2428,1,0,0,1,0,0,0,1,1,0
3265,12,17,51,2,1047,13256,7.428571428571429,False,True,2,212,1,0,False,False,True,False,True,False,False,False,201,1,0,0,1,0,0,0,1,1,0
3266,15,17,21,1,1047,13256,7.428571,True,False,0,7250,0,0,False,False,False,False,False,False,False,False,-1,1,0,0,1,0,0,0,1,1,0
3267,19,17,55,3,1047,13256,7.428571428571429,False,True,2,148,1,0,False,False,True,True,True,False,False,True,881,1,0,0,1,0,0,0,1,1,0
3268,25,23,90,2,1047,13256,7.428571428571429,False,True,2,201,1,0,False,False,True,False,True,False,False,False,317,1,0,0,1,0,0,0,1,1,0
3269,30,93,47,3,1047,13256,7.428571428571429,True,False,1,2938,1,0,False,False,True,True,False,True,True,False,12659,1,0,0,1,0,0,0,1,1,0
3270,0,43,83,1,663,2948,9.328571428571427,True,True,1,2022,0,0,False,False,False,False,False,False,False,False,-1,0,0,0,1,1,0,0,0,0,0
3271,4,23,27,3,663,2948,9.328571,True,True,2,9641,1,1,False,True,True,False,False,True,True,False,25061,0,0,0,1,1,0,0,0,0,0
3272,9,17,41,8,663,2948,9.328571,True,True,3,579,2,4,True,False,False,True,False,False,True,True,208,0,0,0,1,1,0,0,0,0,0
3273,10,23,21,6,663,2948,9.328571,True,True,5,1053,4,5,True,True,False,False,True,True,False,False,1265,0,0,0,1,1,0,0,0,0,0
3274,19,17,47,7,663,2948,9.328571428571427,True,True,6,5617,5,1,True,False,False,True,False,True,True,False,1515,0,0,0,1,1,0,0,0,0,0
3275,26,17,116,8,663,2948,9.328571428571427,False,False,5,3664,5,2,True,False,False,True,False,False,True,True,4546,0,0,0,1,1,0,0,0,0,0
3276,29,17,44,2,663,2948,9.328571428571427,False,False,0,1341,0,1,True,False,False,False,False,False,True,False,625,0,0,0,1,1,0,0,0,0,0
3277,31,23,5,2,663,2948,9.328571428571427,True,True,2,3193,1,1,True,False,False,False,True,False,False,False,3402,0,0,0,1,1,0,0,0,0,0
3278,32,23,20,5,663,2948,9.328571,True,True,5,15737,4,3,True,True,False,False,True,True,False,False,5365,0,0,0,1,1,0,0,0,0,0
3279,0,43,83,2,413,14284,7.185714285714286,False,True,2,1990,1,1,True,False,False,False,True,False,False,False,2022,0,0,0,1,0,0,0,0,1,1
3280,17,43,36,3,413,14284,7.1857142,True,False,1,129,1,2,True,True,False,False,True,False,False,True,162,0,0,0,1,0,0,0,0,1,1
3281,18,132,1,7,413,14284,7.185714285714286,True,False,5,547,5,3,True,True,False,False,True,False,False,True,1395,0,0,0,1,0,0,0,0,1,1
3282,0,43,83,3,598,19658,7.314285714285715,False,True,3,1382,2,1,False,True,True,False,True,True,False,False,1990,1,0,0,0,0,0,0,0,1,0
3283,4,43,52,7,598,19658,7.3142858,True,False,5,125,5,1,True,False,False,True,True,False,False,True,1064,1,0,0,0,0,0,0,0,1,0
3284,9,23,1,4,598,19658,7.3142858,False,True,3,11687,2,3,True,True,False,False,False,True,True,False,17189,1,0,0,0,0,0,0,0,1,0
3285,11,132,1,9,598,19658,7.314285714285715,False,True,8,3257,7,7,False,True,True,False,True,True,False,False,2323,1,0,0,0,0,0,0,0,1,0
3286,14,17,35,10,598,19658,7.314285714285715,False,True,9,2973,8,2,False,False,True,True,True,True,False,False,6762,1,0,0,0,0,0,0,0,1,0
3287,17,17,59,4,598,19658,7.3142858,False,True,3,606,2,0,False,False,True,True,True,False,False,True,169,1,0,0,0,0,0,0,0,1,0
3288,19,17,47,2,598,19658,7.314285714285715,False,True,2,1693,1,0,False,False,True,False,True,False,False,False,6323,1,0,0,0,0,0,0,0,1,0
3289,25,132,0,9,598,19658,7.314285714285715,False,True,6,6682,5,4,True,True,False,False,False,False,True,True,4798,1,0,0,0,0,0,0,0,1,0
3290,31,23,18,7,598,19658,7.314285714285715,False,True,4,175,3,3,False,False,True,True,True,False,False,True,177,1,0,0,0,0,0,0,0,1,0
3291,32,23,23,10,598,19658,7.3142858,False,True,5,176,4,0,False,False,True,True,True,True,False,False,189,1,0,0,0,0,0,0,0,1,0
3292,0,43,83,4,832,16181,6.371428571428571,False,True,4,1575,3,1,False,False,True,True,True,True,False,False,1382,0,1,0,0,0,1,0,0,1,0
3293,3,23,12,3,832,16181,6.371428571428571,False,True,3,8588,2,1,False,True,True,False,True,True,False,False,39471,0,1,0,0,0,1,0,0,1,0
3294,4,132,3,8,832,16181,6.3714285,False,True,7,2595,6,5,False,True,True,False,True,True,False,False,1607,0,1,0,0,0,1,0,0,1,0
3295,27,17,73,5,832,16181,6.371428571428571,False,False,2,1181,2,1,False,False,True,True,True,True,False,False,145,0,1,0,0,0,1,0,0,1,0
3296,29,17,60,1,832,16181,6.371428571428571,False,True,1,1415,0,0,False,False,False,False,False,False,False,False,-1,0,1,0,0,0,1,0,0,1,0
3297,31,23,17,3,832,16181,6.371428571428571,False,True,2,209,1,0,False,False,True,True,True,False,False,True,1494,0,1,0,0,0,1,0,0,1,0
3298,0,43,83,5,430,23232,7.471428571428571,False,True,5,8614,4,1,False,False,True,True,True,True,False,False,1575,1,0,0,1,0,0,0,1,0,0
3299,5,132,3,3,430,23232,7.4714284,False,True,3,3227,2,0,False,False,True,True,True,True,False,False,4609,1,0,0,1,0,0,0,1,0,0
3300,12,23,19,4,430,23232,7.471428571428571,False,True,4,7647,3,1,False,False,True,True,True,True,False,False,2276,1,0,0,1,0,0,0,1,0,0
3301,15,17,26,1,430,23232,7.4714284,True,False,0,8512,0,0,False,False,False,False,False,False,False,False,-1,1,0,0,1,0,0,0,1,0,0
3302,19,17,38,10,430,23232,7.471428571428571,False,True,7,455,6,0,False,False,True,True,True,True,False,False,170,1,0,0,1,0,0,0,1,0,0
3303,25,23,55,10,430,23232,7.471428571428571,False,True,6,169,5,0,False,False,True,True,True,True,False,False,251,1,0,0,1,0,0,0,1,0,0
3304,26,17,113,1,430,23232,7.471428571428571,False,True,1,3904,0,0,False,False,False,False,False,False,False,False,-1,1,0,0,1,0,0,0,1,0,0
3305,30,23,15,4,430,23232,7.471428571428571,False,True,1,224,0,2,True,False,False,True,False,False,True,True,260,1,0,0,1,0,0,0,1,0,0
3306,0,43,83,6,715,12469,7.142857142857143,False,True,6,5843,5,1,False,False,True,True,True,True,False,False,8614,0,0,1,1,0,0,1,0,1,0
3307,1,132,25,5,715,12469,7.142857142857143,False,True,5,1853,4,1,False,False,True,True,True,True,False,False,812,0,0,1,1,0,0,1,0,1,0
3308,7,43,32,5,715,12469,7.142857142857143,False,True,5,5029,4,1,False,False,True,True,True,True,False,False,2273,0,0,1,1,0,0,1,0,1,0
3309,14,17,35,1,715,12469,7.142857142857143,False,True,1,28069,0,0,False,False,False,False,False,False,False,False,-1,0,0,1,1,0,0,1,0,1,0
3310,30,23,19,5,715,12469,7.142857142857143,True,False,2,830,2,2,True,False,False,True,False,False,True,True,829,0,0,1,1,0,0,1,0,1,0
3311,32,23,44,9,715,12469,7.142857,True,False,5,183,5,6,True,True,False,False,False,True,True,False,158,0,0,1,1,0,0,1,0,1,0
3312,34,23,114,2,715,12469,7.142857,True,False,0,1441,0,1,True,False,False,False,False,False,True,False,1969,0,0,1,1,0,0,1,0,1,0
3313,0,43,83,7,284,15908,8.985714285714286,True,True,7,13111,6,1,False,False,True,True,True,True,False,False,5843,0,0,0,0,1,0,0,0,0,0
3314,2,17,25,2,284,15908,8.985714285714286,False,False,0,1227,0,0,False,False,True,False,False,False,True,False,5786,0,0,0,0,1,0,0,0,0,0
3315,31,23,53,8,284,15908,8.985714285714286,True,True,6,5306,5,6,True,True,False,False,False,True,True,False,8089,0,0,0,0,1,0,0,0,0,0
3316,0,43,83,8,196,9578,9.742857142857144,True,True,8,3070,7,2,True,False,False,True,True,True,False,False,13111,0,1,0,1,0,0,0,0,0,0
3317,4,23,38,7,196,9578,9.742857,True,True,4,145,3,6,True,True,False,False,True,True,False,False,140,0,1,0,1,0,0,0,0,0,0
3318,6,132,0,9,196,9578,9.742857142857144,True,True,8,12161,7,2,False,False,True,True,True,True,False,False,7931,0,1,0,1,0,0,0,0,0,0
3319,9,17,25,8,196,9578,9.742857,False,False,4,212,4,2,False,True,True,False,True,False,False,True,926,0,1,0,1,0,0,0,0,0,0
3320,11,23,18,2,196,9578,9.742857142857144,True,True,2,4011,1,0,False,False,True,False,True,False,False,False,14987,0,1,0,1,0,0,0,0,0,0
3321,12,132,5,2,196,9578,9.742857142857144,True,True,2,1458,1,0,False,False,True,False,True,False,False,False,4064,0,1,0,1,0,0,0,0,0,0
3322,13,93,88,2,196,9578,9.742857,False,False,1,259,1,1,True,False,False,False,True,False,False,False,907,0,1,0,1,0,0,0,0,0,0
3323,17,23,17,9,196,9578,9.742857,True,True,6,274,5,4,False,True,True,False,False,True,True,False,30,0,1,0,1,0,0,0,0,0,0
