config_seed,config_features,config_input_dim,config_REVIEW_DIM,config_architecture,config_FEATURES_PATH,config_ENV_LEARNING_RATE,config_offline_train_test_datasets,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch10,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch16,ENV_Test_accuracy_per_mean_user_and_bot_epoch12,ENV_Test_accuracy_per_mean_user_and_bot_epoch8,ENV_Test_accuracy_per_mean_user_and_bot_epoch9,ENV_Test_accuracy_per_mean_user_and_bot_epoch23,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch7,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch14,ENV_Test_accuracy_per_mean_user_and_bot_epoch11,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch17,ENV_Test_accuracy_per_mean_user_and_bot_epoch10,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch21,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch20,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch9,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch11,ENV_Test_accuracy_per_mean_user_and_bot_epoch17,ENV_Test_accuracy_per_mean_user_and_bot_epoch5,ENV_Test_accuracy_per_mean_user_and_bot_epoch15,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch18,ENV_Test_accuracy_per_mean_user_and_bot_epoch0,ENV_Test_accuracy_per_mean_user_and_bot_epoch1,ENV_Test_accuracy_per_mean_user_and_bot_epoch18,ENV_Test_accuracy_per_mean_user_and_bot_epoch24,ENV_Test_accuracy_per_mean_user_and_bot,ENV_Test_accuracy_per_mean_user_and_bot_epoch21,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch2,ENV_Test_accuracy_per_mean_user_and_bot_epoch3,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch24,ENV_Test_accuracy_per_mean_user_and_bot_epoch4,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch0,ENV_Test_accuracy_per_mean_user_and_bot_epoch19,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch23,ENV_Test_accuracy_per_mean_user_and_bot_epoch13,ENV_Test_accuracy_per_mean_user_and_bot_epoch16,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch6,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch13,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch1,ENV_Test_accuracy_per_mean_user_and_bot_epoch22,ENV_Test_proba_accuracy_per_mean_user_and_bot,ENV_Test_accuracy_per_mean_user_and_bot_epoch7,ENV_Test_accuracy_per_mean_user_and_bot_epoch14,ENV_Test_accuracy_per_mean_user_and_bot_epoch6,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch22,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch3,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch5,ENV_Test_accuracy_per_mean_user_and_bot_epoch20,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch19,ENV_Test_accuracy_per_mean_user_and_bot_epoch2,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch4,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch12,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch15,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch8
0,EFs,60,37,CNN,data/EFs_by_GPT35.csv,0.001,key_word_tagging,0.7677266595092701,0.7643367147076148,0.8090035640673356,0.815465845710846,0.8103139612394845,0.7852102132232914,0.7591039444409363,0.764768500656202,0.8098237595584878,0.7727754175577213,0.8133744952022739,0.7695787789550731,0.7715223122627995,0.7511061839266188,0.7566517178649225,0.8039493927147392,0.8198648047349368,0.8002591246242473,0.7653322674459316,0.8156617877883137,0.8207062488635573,0.8030390484785712,0.7895443531533887,0.7895443531533887,0.7963828741406517,0.7428968784958822,0.8180080194744627,0.7694885331139232,0.820497636978719,0.7340642963395761,0.7912726869492527,0.7615472040302725,0.8054978083937792,0.7993569108607536,0.7584041800572798,0.7566851862116808,0.7310345911596289,0.7875539670986846,0.7694885331139232,0.817545269984805,0.8051748387194807,0.8181486800646712,0.7590713816539283,0.7391328243070839,0.7598428606801021,0.7978018985850953,0.7559286630549902,0.8201740431481482,0.7517359772658324,0.7638953255219051,0.760246417550905,0.7571647125193958
0,EFs,60,37,CNN,data/EFs_by_GPT35.csv,0.003,key_word_tagging,0.7660193650664499,0.7606587673586043,0.8154323397866601,0.8170333177532371,0.8188219689221659,0.8028479610238545,0.7564811261423556,0.761892949764979,0.8152774606214401,0.7632468185137609,0.8154661872652118,0.7634738610616918,0.7633774614880158,0.7512457507044482,0.7530141795696622,0.8088663625072714,0.814855703618121,0.8139671635643987,0.7666054682044176,0.8135157337950675,0.820521893887974,0.8124370186114567,0.7976457289406315,0.7976457289406315,0.8136097052554324,0.7468183581468758,0.812452126220677,0.7527908691519614,0.8156401325105747,0.7378984292983762,0.8089010002826862,0.7646921323409185,0.8152019172817284,0.8094737960793168,0.7593042722616636,0.7425875976814812,0.7256411545973168,0.8025659269451797,0.7527908691519614,0.8175636286491527,0.8132956279520301,0.8160145399791428,0.769156637588909,0.7459504527929136,0.7565813983081517,0.8086230611026755,0.7513686194985052,0.8175312999697794,0.7437280625294396,0.7656252068881111,0.7526008115252911,0.7538021499568808
0,EFs,60,37,LSTM,data/EFs_by_GPT35.csv,0.001,key_word_tagging,0.7707437704610142,0.7667401845220597,0.8284547686386613,0.8284707078270612,0.8252183923328537,0.8255612133419804,0.769824162956259,0.7702645383772785,0.8274897921461037,0.7762115545886552,0.8262482713503952,0.7771655064522122,0.774664855969701,0.7551730899354738,0.767991792697227,0.8270460812103101,0.8249676909753629,0.8269572378772521,0.7762924417325997,0.8194193363308635,0.8233215361218627,0.8281169749879623,0.8259699249046351,0.8259699249046351,0.8301522311445452,0.7506172843620225,0.8256729105182503,0.7691163772236115,0.8264055263986065,0.7536515044147137,0.8286265457711479,0.7748773255733072,0.8277365030407591,0.8311870618607724,0.7652424693466642,0.7595118012977975,0.7491161498563851,0.8279683950631991,0.7691163772236115,0.8292332111187964,0.8251167947313934,0.826795350591105,0.7708110767963631,0.7542039997185624,0.7646080197346897,0.8292573118673195,0.7649326927158504,0.8240954298695788,0.7554787530222336,0.7763168875801528,0.7715909742757893,0.7664328357744048
0,EFs,60,37,LSTM,data/EFs_by_GPT35.csv,0.003,key_word_tagging,0.7634899029458033,0.7586076984763227,0.8265795886740821,0.8265146711877637,0.8272715042306668,0.8209722669373689,0.763765442516708,0.7591771955655621,0.8281018707545272,0.7690581633537377,0.8230433252146373,0.7683000723432775,0.7685161231191454,0.7488858894578059,0.7611072305413786,0.8287414812726445,0.8291657386095442,0.823152247438885,0.7694738638376842,0.8141250141262958,0.8237747438227553,0.8265816763171328,0.8238843764727695,0.8238843764727695,0.8267349151575997,0.7455208180364428,0.8239549199464082,0.761160421548904,0.8240237717849457,0.741866138630546,0.8209837398583372,0.7652628127112013,0.8241479060825896,0.8269947048803975,0.7666387471363656,0.756689090133875,0.7364225774821166,0.8204025733339146,0.761160421548904,0.8234419761744605,0.8250643794950282,0.8282377999500843,0.7684966370090421,0.7539989069245865,0.7653473403989085,0.8265093865907109,0.7586074868486371,0.8255139481912398,0.7552819187428034,0.773259112227152,0.7646026911956247,0.767413498918916
0,EFs,70,37,CNN,data/EFs_by_GPT35.csv,0.001,original_data,0.7714498323184132,0.7694186630454258,0.8077625057183057,0.8171738215148991,0.8135356937766792,0.7879929852214459,0.7687941978327165,0.7640438226260235,0.8093457541601993,0.7712436554047437,0.8129886423205949,0.7656687920662366,0.7679650422638377,0.759373320103767,0.7611482132699986,0.796202453153981,0.8183036214786398,0.7949155609616047,0.7735345484918691,0.8192914802914104,0.8207838317105506,0.7982495945369938,0.7787427676319321,0.7787427676319321,0.7878733703804156,0.7453361263268174,0.8170807634594808,0.7563608378524656,0.8191811836329054,0.7414827759202222,0.7933905937607568,0.7707857047992087,0.8024546069198891,0.7992570782508708,0.7671852951314861,0.7579941978549357,0.7348357601301067,0.7803357287559385,0.7563608378524656,0.8165678691574433,0.7997105826385122,0.8192441787503932,0.759921881615854,0.7481438806934875,0.767374490531852,0.7864233849301697,0.7665138832163346,0.8183249115623119,0.7564633227927694,0.7725187458051054,0.7651631764647496,0.7637612691324857
0,EFs,70,37,CNN,data/EFs_by_GPT35.csv,0.001,trans_tagging,0.7714498323184132,0.7694186630454258,0.8077625057183057,0.8171738215148991,0.8135356937766792,0.7879929852214459,0.7687941978327165,0.7640438226260235,0.8093457541601993,0.7712436554047437,0.8129886423205949,0.7656687920662366,0.7679650422638377,0.759373320103767,0.7611482132699986,0.796202453153981,0.8183036214786398,0.7949155609616047,0.7735345484918691,0.8192914802914104,0.8207838317105506,0.7982495945369938,0.7787427676319321,0.7787427676319321,0.7878733703804156,0.7453361263268174,0.8170807634594808,0.7563608378524656,0.8191811836329054,0.7414827759202222,0.7933905937607568,0.7707857047992087,0.8024546069198891,0.7992570782508708,0.7671852951314861,0.7579941978549357,0.7348357601301067,0.7803357287559385,0.7563608378524656,0.8165678691574433,0.7997105826385122,0.8192441787503932,0.759921881615854,0.7481438806934875,0.767374490531852,0.7864233849301697,0.7665138832163346,0.8183249115623119,0.7564633227927694,0.7725187458051054,0.7651631764647496,0.7637612691324857
0,EFs,70,37,CNN,data/EFs_by_GPT35.csv,0.003,original_data,0.7641081545377081,0.7602150478701022,0.8124517104065901,0.8186381320163562,0.814242671947772,0.7972024901301024,0.7732851617477864,0.7589726684751877,0.8149623269613054,0.7609909328739827,0.8122478081860135,0.7604396712831306,0.7588166578214628,0.7477756663145729,0.7519745369541803,0.8043584820915295,0.8207906614243322,0.811876353213909,0.7661100215562557,0.8171015675709752,0.8178196112008658,0.8027598048658373,0.8015802072783859,0.8015802072783859,0.8058752952362032,0.7438929115763158,0.8156494017484462,0.7503472456234355,0.8238004805156997,0.7365287894895459,0.7992625705740252,0.7639226983844933,0.8139781338793268,0.8101488099170183,0.7664435032977099,0.7421273440035553,0.731361205466262,0.8015070700541637,0.7503472456234355,0.8170558762829966,0.8143836580240507,0.8192603525865985,0.7546713565300812,0.7414350314990404,0.7606672771404465,0.8071843757831767,0.7428005665007646,0.8208165195181597,0.7571452250319597,0.7660101645756363,0.7420409750526588,0.74508464162491
0,EFs,70,37,CNN,data/EFs_by_GPT35.csv,0.003,trans_tagging,0.7633477682956215,0.7623365628880949,0.811462715931054,0.8141938527333995,0.8155307520906871,0.8031082210990647,0.7679105780854807,0.7559162404432554,0.8135221870466144,0.7637993971562935,0.8159422488990418,0.7549876554176752,0.7560110788236781,0.7546645037897991,0.7553519245768606,0.8067862464627378,0.8147972518763658,0.811625207098384,0.768689711445233,0.8143187430207536,0.8181061704085033,0.8087703191894977,0.79846828292591,0.79846828292591,0.8021824615342698,0.7469899679356805,0.811153353049777,0.7556801445444568,0.8209390618801229,0.7387039864640125,0.8064580159629704,0.7622603407767491,0.8138425150579978,0.8119461812032047,0.7554258661799415,0.7603407195306509,0.7296606325152903,0.8018620600141965,0.7556801445444568,0.8179294412284489,0.8114105622633961,0.8191525144934162,0.7531355393100068,0.7407481180639888,0.7607264343406203,0.8031360353442047,0.7568889930210368,0.8182870966071795,0.7513076035006261,0.7736554161161084,0.753552218412768,0.7613103036431019
0,EFs,70,37,LSTM,data/EFs_by_GPT35.csv,0.001,original_data,0.7742166060899383,0.7720841746783499,0.8320370566726905,0.8307168601851425,0.8307769378040031,0.8231796955300935,0.7717815812771022,0.7761986169389878,0.8325731597062312,0.7727495001707344,0.8311655714719312,0.7737296975133459,0.7685648346486387,0.7625720573284527,0.768598273880615,0.8269587282697772,0.8289413114122965,0.8295529040056137,0.7718639041517287,0.8168526301698131,0.8257793419914692,0.8276772748424028,0.8210297139168593,0.8210297139168593,0.8250817944376928,0.7573689917950839,0.8257691931154421,0.7706574498006876,0.8289464060120902,0.7516205543980028,0.8232743871060908,0.7729340233656701,0.8284866004966572,0.8289894659270799,0.7758903750776318,0.7724563690673806,0.7497664375865568,0.8222351667436079,0.7706574498006876,0.8293597938990401,0.8285398745571202,0.8310834795989828,0.7715493693582958,0.7635830654545412,0.7700119617494006,0.8259361353774902,0.7695300182617283,0.8270790372501685,0.7675216063415408,0.7825245403297383,0.7740266242457908,0.7736324577633387
0,EFs,70,37,LSTM,data/EFs_by_GPT35.csv,0.001,trans_tagging,0.7758705025964416,0.7613969855540599,0.8303357597445259,0.8294900162617813,0.8258745471492256,0.817855218980426,0.7689566984370583,0.7688259285100641,0.829689104410517,0.772278378448531,0.830434261431588,0.7730780969429161,0.77174440828313,0.758097530401401,0.7663328294891988,0.8204945197230943,0.8271357893944696,0.8214465545167241,0.7721547206405496,0.8184003153899542,0.8255497351017882,0.8206812646670769,0.8169404022924016,0.8169404022924016,0.8206026615191192,0.7533123598678428,0.8276815733739968,0.7676328683256843,0.8257626895692183,0.7489077583939239,0.8192672243052769,0.7718068604223693,0.8260941360740826,0.8235370076149062,0.7728169115271507,0.767283668049097,0.7498464528818594,0.8148082205125782,0.7676328683256843,0.8262538262886048,0.828193164488261,0.8298014726287629,0.764929029280521,0.7618161376856295,0.7667337375951173,0.8179396239331707,0.7643592192428251,0.8246271452628632,0.7631064795296247,0.7820750165140682,0.7723847998833611,0.770348896655702
