config_features,config_input_dim,config_REVIEW_DIM,config_architecture,config_FEATURES_PATH,config_ENV_LEARNING_RATE,config_offline_train_test_datasets,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch10,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch16,ENV_Test_accuracy_per_mean_user_and_bot_epoch12,ENV_Test_accuracy_per_mean_user_and_bot_epoch8,ENV_Test_accuracy_per_mean_user_and_bot_epoch9,ENV_Test_accuracy_per_mean_user_and_bot_epoch23,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch7,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch14,ENV_Test_accuracy_per_mean_user_and_bot_epoch11,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch17,ENV_Test_accuracy_per_mean_user_and_bot_epoch10,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch21,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch20,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch9,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch11,ENV_Test_accuracy_per_mean_user_and_bot_epoch17,ENV_Test_accuracy_per_mean_user_and_bot_epoch5,ENV_Test_accuracy_per_mean_user_and_bot_epoch15,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch18,ENV_Test_accuracy_per_mean_user_and_bot_epoch0,ENV_Test_accuracy_per_mean_user_and_bot_epoch1,ENV_Test_accuracy_per_mean_user_and_bot_epoch18,ENV_Test_accuracy_per_mean_user_and_bot_epoch24,ENV_Test_accuracy_per_mean_user_and_bot,ENV_Test_accuracy_per_mean_user_and_bot_epoch21,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch2,ENV_Test_accuracy_per_mean_user_and_bot_epoch3,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch24,ENV_Test_accuracy_per_mean_user_and_bot_epoch4,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch0,ENV_Test_accuracy_per_mean_user_and_bot_epoch19,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch23,ENV_Test_accuracy_per_mean_user_and_bot_epoch13,ENV_Test_accuracy_per_mean_user_and_bot_epoch16,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch6,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch13,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch1,ENV_Test_accuracy_per_mean_user_and_bot_epoch22,ENV_Test_proba_accuracy_per_mean_user_and_bot,ENV_Test_accuracy_per_mean_user_and_bot_epoch7,ENV_Test_accuracy_per_mean_user_and_bot_epoch14,ENV_Test_accuracy_per_mean_user_and_bot_epoch6,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch22,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch3,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch5,ENV_Test_accuracy_per_mean_user_and_bot_epoch20,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch19,ENV_Test_accuracy_per_mean_user_and_bot_epoch2,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch4,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch12,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch15,ENV_Test_proba_accuracy_per_mean_user_and_bot_epoch8
EFs,70,37,CNN,data/EFs_by_GPT35.csv,0.001,trans_tagging,0.7642094659004122,0.7619142324466807,0.8034110492956777,0.8151938150217221,0.8114309592413783,0.7844323174663891,0.7632606411718558,0.7591029655428789,0.8054489213761539,0.7625873974828431,0.8082334620299904,0.7620718689871006,0.7611415538723607,0.7623338049310245,0.7584326605614221,0.7933226038889103,0.820251065613674,0.7994858316223699,0.7649093979990584,0.8141146943176701,0.8202507660514643,0.7942482201192894,0.7805911227496293,0.7805911227496293,0.7875167382612721,0.7506039022477636,0.8203251560367212,0.7571389719452553,0.8213518613626564,0.744112639959075,0.7906663957483749,0.7628634186745754,0.8013735799266745,0.7937350539220628,0.7666884590930522,0.758582241109175,0.7469776163138818,0.7822605905175619,0.7571389719452553,0.8173430566566263,0.7995467630833236,0.8178985560490174,0.7604133496227791,0.7578526075444983,0.763172278372665,0.7839831951422811,0.7638888350209793,0.8199289045324748,0.7593446136367031,0.7605322500098805,0.7700598156109103,0.7636180000045688
EFs,70,37,CNN,data/EFs_by_GPT35.csv,0.003,key_word_tagging,0.7628219189180451,0.7500150532046572,0.814975141037739,0.819711211629407,0.8175376994453512,0.7994864731906957,0.7514479945315709,0.7541288522390659,0.8133295142312574,0.7527113892588282,0.8162334280144208,0.7557267269552801,0.752869607367276,0.7555700404205117,0.7588482621290756,0.8075375757772314,0.8181365518618758,0.810915361357634,0.7561694791150013,0.8054451169478711,0.8176449365571095,0.8043023609694148,0.7997700251154791,0.7997700251154791,0.7984700073962441,0.7475261937775943,0.8163709870716636,0.7592662020572476,0.8178589995394793,0.7429598191955736,0.8042261136332929,0.7547930223470689,0.8104167799132539,0.8087966862360404,0.764916003848001,0.7553307912543966,0.7509044751785063,0.8012174189417249,0.7592662020572476,0.8156080315538821,0.8098811287268611,0.8144214539162479,0.7563316081965878,0.7536032732733616,0.7517679359914221,0.8012940664255435,0.7555016796179875,0.8162740872521977,0.7560186281873691,0.7527284364180247,0.7628988780492716,0.7628006016158108
EFs,70,37,CNN,data/EFs_by_GPT35.csv,0.003,original_data,0.7641081545377081,0.7602150478701022,0.8124517104065901,0.8186381320163562,0.814242671947772,0.7972024901301024,0.7732851617477864,0.7589726684751877,0.8149623269613054,0.7609909328739827,0.8122478081860135,0.7604396712831306,0.7588166578214628,0.7477756663145729,0.7519745369541803,0.8043584820915295,0.8207906614243322,0.811876353213909,0.7661100215562557,0.8171015675709752,0.8178196112008658,0.8027598048658373,0.8015802072783859,0.8015802072783859,0.8058752952362032,0.7438929115763158,0.8156494017484462,0.7503472456234355,0.8238004805156997,0.7365287894895459,0.7992625705740252,0.7639226983844933,0.8139781338793268,0.8101488099170183,0.7664435032977099,0.7421273440035553,0.731361205466262,0.8015070700541637,0.7503472456234355,0.8170558762829966,0.8143836580240507,0.8192603525865985,0.7546713565300812,0.7414350314990404,0.7606672771404465,0.8071843757831767,0.7428005665007646,0.8208165195181597,0.7571452250319597,0.7660101645756363,0.7420409750526588,0.74508464162491
EFs,70,37,CNN,data/EFs_by_GPT35.csv,0.003,trans_tagging,0.7622074653471459,0.75754633449397,0.8149609622126367,0.8186640890288525,0.8178494681679934,0.8091375207154937,0.7603678975979601,0.7525000874581759,0.8177363302717343,0.754747956427349,0.816510031914639,0.7588529590513735,0.7575441866174707,0.7568035535223067,0.7616119728510574,0.8126537544088852,0.8164904616038803,0.8160036658187608,0.7624062999600496,0.8116466501358793,0.8193164162565593,0.8137851242068548,0.806030355127031,0.806030355127031,0.8092990287094847,0.7501450457593851,0.8161593830694155,0.7588577301030944,0.8208510220424633,0.7421504790225457,0.8112979075882786,0.75285905437237,0.8160452658398901,0.8153088008635985,0.7651344925682476,0.7581003141148424,0.7449864993581071,0.8089561113310818,0.7588577301030944,0.8186585330843655,0.8155813873298797,0.8190275507944015,0.7538015102067669,0.7507305947642134,0.7578273121047935,0.8114849949868543,0.7588067495334441,0.8195679006882747,0.7544842328707085,0.7545420525660029,0.7643507030937108,0.7628084036711625
EFs,70,37,LSTM,data/EFs_by_GPT35.csv,0.001,key_word_tagging,0.7693660761019067,0.77485390519761,0.824911612391983,0.8286328493581394,0.8275422152335262,0.8196457694201046,0.770481050065238,0.7657925502776392,0.826404796738603,0.769570410798522,0.8275567435343905,0.7748349368092042,0.7684024951318649,0.7719800362808389,0.7746121656789599,0.8241467651403608,0.8283006337123238,0.8274389643998449,0.7689008866726195,0.8172029444174972,0.8203606983165086,0.8248678292421727,0.8154433577649378,0.8154433577649378,0.8190650842075052,0.7546455811949635,0.8236075200080077,0.7706339178791642,0.8273836327816283,0.7499579439174519,0.8242662882505107,0.7698117715466385,0.8294357812477398,0.8269330283805848,0.7691740865696937,0.7685416690497818,0.7531070771248685,0.8204360576857719,0.7706339178791642,0.827488459621202,0.8259655015318379,0.8272472910311275,0.7707133479723007,0.7704262575519423,0.7657834490480685,0.8190168165460703,0.7706594420741721,0.8233009561176935,0.7665174328048235,0.769585678072557,0.7801403496062124,0.7715532213276937
EFs,70,37,LSTM,data/EFs_by_GPT35.csv,0.001,original_data,0.7742166060899383,0.7720841746783499,0.8320370566726905,0.8307168601851425,0.8307769378040031,0.8231796955300935,0.7717815812771022,0.7761986169389878,0.8325731597062312,0.7727495001707344,0.8311655714719312,0.7737296975133459,0.7685648346486387,0.7625720573284527,0.768598273880615,0.8269587282697772,0.8289413114122965,0.8295529040056137,0.7718639041517287,0.8168526301698131,0.8257793419914692,0.8276772748424028,0.8210297139168593,0.8210297139168593,0.8250817944376928,0.7573689917950839,0.8257691931154421,0.7706574498006876,0.8289464060120902,0.7516205543980028,0.8232743871060908,0.7729340233656701,0.8284866004966572,0.8289894659270799,0.7758903750776318,0.7724563690673806,0.7497664375865568,0.8222351667436079,0.7706574498006876,0.8293597938990401,0.8285398745571202,0.8310834795989828,0.7715493693582958,0.7635830654545412,0.7700119617494006,0.8259361353774902,0.7695300182617283,0.8270790372501685,0.7675216063415408,0.7825245403297383,0.7740266242457908,0.7736324577633387
EFs,70,37,LSTM,data/EFs_by_GPT35.csv,0.001,trans_tagging,0.7766745839085459,0.7710774644962628,0.829450423722546,0.8300399423587871,0.8296705271972792,0.8194032399777109,0.7680659590155051,0.7704017454592047,0.8297207987976062,0.7738214132238784,0.8315390693793473,0.7742217843103796,0.7707941873121987,0.7660307886539429,0.7723508069123884,0.8241773999372498,0.8308233480361967,0.8265074067615886,0.7738270877878484,0.8189907267231691,0.8253763754080929,0.8239347715862951,0.8172588040488576,0.8172588040488576,0.8200605150848462,0.7543896210692896,0.8286439657261141,0.7739785820501058,0.8292799849450673,0.7505955276673378,0.8230714962462337,0.7723931709824701,0.8304081693884808,0.8275086835826118,0.7742953873125953,0.7686157921820188,0.7544020126198675,0.8190985317006358,0.7739785820501058,0.8292617079982015,0.8304971639534798,0.8301836573301463,0.7693838389486921,0.7676167265387889,0.7666527482410181,0.8215182944268915,0.7701454618081464,0.8270871541507353,0.7689308781644407,0.7708045990555044,0.7781932231115168,0.7727463119459541
EFs,70,37,LSTM,data/EFs_by_GPT35.csv,0.003,key_word_tagging,0.7686146660393232,0.7677481680505401,0.8277324492747282,0.8277699208498519,0.8277148353929514,0.8208772841457821,0.7678854620171196,0.7680214582591522,0.8256821775400703,0.7645071992441719,0.8271260769218219,0.7731832277794879,0.769685152018736,0.7682938504569575,0.77171754657598,0.8214799731407268,0.8267267499447655,0.8280069172434061,0.7693599921309036,0.8190547814344376,0.8226107319326601,0.8235142897159888,0.8200253677166236,0.8200253677166236,0.8219207478476982,0.7571713477776354,0.8243798912523482,0.7692307842340549,0.8269871665010926,0.7536085537649977,0.8208499222633481,0.7682988749808022,0.8274751781340208,0.8199693074015,0.7694495896531242,0.7658445051907967,0.7537178571008408,0.8192866347536236,0.7692307842340549,0.830119492767468,0.8273602678194596,0.8267673520164799,0.7640692397326618,0.7675171331130646,0.7652852751017477,0.8217888557836851,0.7638839226099312,0.8276680999249613,0.7650793829494935,0.7667840295172408,0.7780618929271996,0.7702852679436923
EFs,70,37,LSTM,data/EFs_by_GPT35.csv,0.003,original_data,0.7666823240547693,0.7638859912763146,0.8288660916254257,0.8272544299591846,0.8265645792283436,0.8191843189475715,0.7695085376165208,0.7714263100243264,0.8339295898570905,0.7724607996429728,0.8311931321368141,0.7754982873007013,0.7729398240752376,0.76105433677167,0.7673513304269883,0.8210860243915932,0.8277079689859522,0.8219291036434719,0.770558011254886,0.815966369119461,0.8287809610673472,0.8271444371794405,0.8252327016927405,0.8252327016927405,0.826308285728613,0.7499983602134564,0.8268742005019722,0.76052564806788,0.8283580955038534,0.7519512432575468,0.819641549088469,0.7737626190629106,0.8244440592520604,0.8248125175999138,0.7664749288260632,0.7640111594286964,0.7404453789337474,0.8202726736766954,0.76052564806788,0.8323625310377946,0.8255551429705495,0.8291410898092,0.7644228725574181,0.7602045868041307,0.7642529058596205,0.8220945471015358,0.7619502870765803,0.8251976606529793,0.7682003107882803,0.7754798672527031,0.7659192229593033,0.7689036907442419
EFs,70,37,LSTM,data/EFs_by_GPT35.csv,0.003,trans_tagging,0.7711293007954647,0.7681668708764788,0.8279941851946994,0.8290847893730456,0.8271806356153862,0.8210989267700484,0.7662832387199764,0.7646709167635372,0.8270196367247696,0.7664123134631696,0.8262387685622296,0.7726517771313159,0.7722359813832137,0.7616441254705498,0.7674177552269049,0.8238033753062951,0.828625536259402,0.8255029020968297,0.7697201842827665,0.8183760715626457,0.826387270246458,0.8258301606921551,0.8222573483942789,0.8222573483942789,0.8228117192323965,0.7555119677952343,0.8256595070420015,0.7648383891537525,0.8278284777673051,0.7493759707852018,0.8220285462682515,0.7678560462553765,0.8238424479345227,0.8260336535915708,0.7720897176362548,0.7632749174819274,0.7519978770033813,0.8220901342018408,0.7648383891537525,0.8307588469737391,0.8239068798409132,0.8260900724834693,0.7672127296322729,0.7645783191530118,0.7666182669851569,0.823078427447729,0.7631497469892062,0.827509063897954,0.7654663182611398,0.7676146773613759,0.771536458518019,0.7685306427135002
